 #level   step     block  iter  sweep   residual
  1         1         1     0     1 -0.10000000000000E+01
  1         1         1     1     1  0.69553631851486E+00
  1         1         1     2     1  0.10437645718354E-01
  1         1         1     3     1  0.33409275520911E-03
  1         1         1     4     1  0.19745443118801E-04
  1         1         1     5     1  0.10947563878764E-05
  1         1         1     6     1 -0.10000000000000E+01
  1         1         1     7     1 -0.10000000000000E+01
  1         1         1     8     1 -0.10000000000000E+01
  1         1         1     9     1 -0.10000000000000E+01
  1         1         1    10     1 -0.10000000000000E+01
  1         1         1    11     1 -0.10000000000000E+01
  1         1         1    12     1 -0.10000000000000E+01
  1         1         1    13     1 -0.10000000000000E+01
  1         1         1    14     1 -0.10000000000000E+01
  1         1         1    15     1 -0.10000000000000E+01
  1         1         1    16     1 -0.10000000000000E+01
  1         1         1    17     1 -0.10000000000000E+01
  1         1         1    18     1 -0.10000000000000E+01
  1         1         1    19     1 -0.10000000000000E+01
  1         1         1    20     1 -0.10000000000000E+01
  1         2         2     0     1 -0.10000000000000E+01
  1         2         2     1     1  0.54779939412457E+00
  1         2         2     2     1  0.81382058686986E-02
  1         2         2     3     1  0.25931693488007E-03
  1         2         2     4     1  0.15150704035936E-04
  1         2         2     5     1  0.83125304753763E-06
  1         2         2     6     1 -0.10000000000000E+01
  1         2         2     7     1 -0.10000000000000E+01
  1         2         2     8     1 -0.10000000000000E+01
  1         2         2     9     1 -0.10000000000000E+01
  1         2         2    10     1 -0.10000000000000E+01
  1         2         2    11     1 -0.10000000000000E+01
  1         2         2    12     1 -0.10000000000000E+01
  1         2         2    13     1 -0.10000000000000E+01
  1         2         2    14     1 -0.10000000000000E+01
  1         2         2    15     1 -0.10000000000000E+01
  1         2         2    16     1 -0.10000000000000E+01
  1         2         2    17     1 -0.10000000000000E+01
  1         2         2    18     1 -0.10000000000000E+01
  1         2         2    19     1 -0.10000000000000E+01
  1         2         2    20     1 -0.10000000000000E+01
  1         3         3     0     1 -0.10000000000000E+01
  1         3         3     1     1  0.43655379635502E+00
